Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Handle shenandoah tags in IssueNotifier,SKARA-1608,5084038,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2022-09-23 08:56,2022-11-22 09:30,2023-10-01 09:56,2022-11-16 09:25,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"As discussed in SKARA-1574, we need to add Skara support for the new shenandoah project style tags when matching them against a fixVersion in the IssueNotifier.

In the shenandoah repo, this is en example fixversion ""shenandoah8u332"" and this is a corresponding tag ""shenandoah8u332-b01"". In other cases, any prefix to an 8u style fix version would be ignored in when matching tag versions (e.g. fixversion ""openjdk8u332"" uses tags ""jdk8u332""). To handle this I propose introducing a configuration setting for the issue notifier that specifies that tag and version prefix need to match.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yo7v:",9223372036854775807,,,,,,,,,,,,"2022-10-04 07:46;andrew;Tag format is now present: https://github.com/openjdk/shenandoah-jdk8u/releases/tag/shenandoah8u332-b01;;;","2022-10-04 07:51;andrew;Is it preferable to wait for this change before pushing further tags?;;;","2022-10-04 08:28;erikj;Until this is fixed, you may get bad ""Resolved in Build"" updates based on the mainline tags. Other than that, I don't think anything bad will happen from adding the new tags.;;;","2022-10-31 15:04;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1406
Date: 2022-10-31 22:03:19 +0000;;;","2022-11-16 09:25;roboduke;Changeset: 803be3fa
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-11-16 17:24:31 +0000
URL:       https://git.openjdk.org/skara/commit/803be3fa1301ec01bbd2548fe204b3379596c677
;;;","2022-11-18 11:36;erikj;I believe I have all the configuration correct now so you will get automatic resolving of bugs with the shenandoah version (including for vulnerability issues) as well as tag notifications to the Resolved In Build field. I did rerun the shenandoah8u332-b01 tag and that updated a bunch of backports.;;;","2022-11-22 09:30;andrew;Great news, thanks Erik! I've got a merge of 8u332-b02 waiting locally so I'll give that a try.;;;",,,,,,,,,,,,,,,,
PullRequestPoller always processes the last updated MR for GitLab,SKARA-1606,5083973,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2022-09-22 10:48,2022-10-07 11:02,2023-10-01 09:56,2022-10-07 11:02,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"The new PullRequestPoller from SKARA-1565 is inefficient in combination with GitLab. In the most common case, when no MRs have been updated, you would expect it to only do one GET query and be done. Instead, that initial query will always return the last updated MR, and then continue to fetch all the metadata for it, which adds up to a lot of time.

This was supposed to be mitigated with the ""paddingNeeded"" boolean field, which tracks when we need to apply the query padding on the updatedAfter parameter. Unfortunately, this isn't enough for GitLabRepository. The merge_requests REST API specifies the ""updated_after"" parameter like this:

""Return merge requests updated on or after the given time. Expected in ISO 8601 format (2019-03-15T08:00:00Z).""

So the timestamp is inclusive as well as only on 1s resolution. This creates a similar situation like we have in the IssuePoller, where Jira queries have a resolution of 1 minute. In comparison, the GitLabRepository does the timestamp filtering on the client side, using an exclusive ZonedDateTime::isAfter check. What this amounts to is basically this:

GitLabRepository::pullRequestsAfter(myPr.updatedAt()) -> will include myPr
GitHubRepository::pullRequestsAfter(myPr.updatedAt()) -> will not include myPr

I see two possible ways of solving this:

1. Add client side filtering on timestamps in GitLabRepository, to make the semantics the same between GitLabRepository and GitHubRepository.

2. Implement the same kind of padding for the updatedAfter parameter in PullRequestPoller as we already have in IssuePoller. That means, when enough time has passed since we last found something (1s in this case), we add 1s to the updatedAfter parameter.

Alternative 1 is simpler, and having semantic parity between the two implementations would be good. However, it depends on us being able to trust that the internal timestamp resolution on the forges is high enough that two PRs can't end up with the same updatedAt timestamps, while only one is returned from an updatedAfter query at that same time. If we choose to not trust that, then we need to fix 1 by changing GitHubRepository to have an inclusive check, and do 2 as well. I'm choosing to do the latter.

Another inefficiency is the amount of queries a GitLabMergeRequest needs to perform to gather comments and reviews. These are fetched for all MRs by the poller as we need to potentially compare them for updates. In reality, both of these are stored as ""notes"" by GitLab and if we only need them for comparison purposes, we can just fetch all notes in a single query. I think we can abstract this with a new method on PullRequest that returns an Object that we only use for isUpdated comparisons. Adding a lazy cache for this snapshot will also help, as PullRequestPoller currently needs to call it twice for most PRs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yntf:",9223372036854775807,,,,,,,,,,,,"2022-09-22 14:26;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1380
Date: 2022-09-22 21:20:19 +0000;;;","2022-10-07 11:02;roboduke;Changeset: 4b40646d
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-10-07 18:01:53 +0000
URL:       https://git.openjdk.org/skara/commit/4b40646da7589e3dd88e34d00112bddc3dd1428b
;;;",,,,,,,,,,,,,,,,,,,,,
Unify behavior in gradlew and gradlew.bat,SKARA-1604,5083602,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,erikj,erikj,2022-09-16 10:24,2022-09-20 12:19,2023-10-01 09:56,2022-09-20 12:19,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,,,,,"I recently needed to run the Skara test suite on Windows and had some issues with the gradlew.bat launcher script. It's probably not used much as the gradlew bash script works fine in Cygwin, but I specifically wanted to verify running the tests without any Cygwin involvement. The problem is that they aren't downloading and extracting the JDK and Gradle in the same locations, but the two locations interfere with each other.

I'm changing the gradlew.bat script to download and extract in the same locations as gradlew, so that running either script interchangeably works fine in the same workspace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yliz:",9223372036854775807,,,,,,,,,,,,"2022-09-16 10:27;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1377
Date: 2022-09-16 17:26:27 +0000;;;","2022-09-20 12:19;roboduke;Changeset: f7103d7d
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-09-20 18:05:48 +0000
URL:       https://git.openjdk.org/skara/commit/f7103d7dedaca89afddd1d8734d88f8674436705
;;;",,,,,,,,,,,,,,,,,,,,,
Make labels handling consistent in all Issue implementations,SKARA-1603,5083519,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,erikj,erikj,2022-09-15 14:50,2022-10-05 05:53,2023-10-01 09:56,2022-10-05 05:53,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,,,,,"When investigating SKARA-1602, I realized that the way labels are handled in the new TestIssue/TestPullRequest is consistent with JiraIssue, but not with GitHubPullRequest and GitLabMergeRequest. This discrepancy may be hiding buggy behavior, or will at least risk introducing bugs in the future.

In JiraIssue, the add/remove/set label methods only updates the server through a REST call, but the locally cached value does not change. This is also how TestIssue was implemented. But in the PullRequest implementations, add/remove/set label also updates the local cache, so that future labels/labelNames calls will reflect those updates.

I think the most consistent behavior would be to make all implementations update the cache so that added or removed labels are properly reflected. This should cause the least confusion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1602,SKARA-1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yl0j:",9223372036854775807,,,,,,,,,,,,"2022-09-30 13:23;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1387
Date: 2022-09-30 20:18:42 +0000;;;","2022-10-05 05:53;roboduke;Changeset: 32a07238
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-10-05 12:53:07 +0000
URL:       https://git.openjdk.org/skara/commit/32a07238fde7773d64f0330e76d77f8d5d44f82a
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user jdksjolen,SKARA-1600,5083408,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,jsjolen,jsjolen,2022-09-14 07:14,2022-09-14 07:31,2023-10-01 09:56,2022-09-14 07:31,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"Please associate my Github account with my OpenJDK account, thank you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ykbv:",9223372036854775807,,,,,,,,,,,,"2022-09-14 07:31;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
Add GitHub user janto001,SKARA-1599,5083407,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,aj,aj,2022-09-14 07:01,2022-09-14 14:12,2023-10-01 09:56,2022-09-14 14:12,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"Request for Link my GitHub account with my openjdk id
my openjdkid is: aj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ykbn:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GitRepository.isHealthy takes a long time in ArchiveWorkItem,SKARA-1598,5083402,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2022-09-14 06:14,2022-12-14 09:04,2023-10-01 09:56,2022-12-14 09:04,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"A common operation for several WorkItems is to materialize a handful of repos. Most of the time, there are already local copies available that just need to fetch the latest. This seems like a reasonably efficient strategy. However, before using a local copy, the materialize method will first check Repository::isHealthy. For Git repos this will run:

'git fsck --connectivity-only'

Depending on the repo this is run on, it can take a lot of time. Luckily, our JDK repos usually take <10s. The mlbridge archive repo doesn't fair so well however, taking between 45s and 1m15s currently, and this time is just expected to increase over time, as we send more and more emails that get archived. In the JDK (or other product) repo case, I don't think we can get around this. Operating on the target repos is Skara's main job. However, using repositories for metadata storage and treating them the same way was not a great design decision. Especially for data where each user/WorkItem only cares for a very small part of the data, but still has to keep a complete copy of all the data up to date. This just doesn't scale well.

Changing the backend storage model for these metadata repos is probably too much work at this point, but we can do things to improve the current situation. For the mlbridge archive repo specifically, each ArchiveWorkItem only reads and writes to a single file in the repo. So instead of requiring a local clone of the complete repo and spending a whole minute making sure it's healthy, we could just fetch the contents of the single file we are interested in from the HostedRepository and then write back the new version in the same way, using the REST API. This should speed up mailing operations quite a bit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ykaj:",9223372036854775807,,,,,,,,,,,,"2022-12-12 15:53;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1442
Date: 2022-12-12 23:52:50 +0000;;;","2022-12-14 09:04;roboduke;Changeset: affcd47d
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-12-14 17:03:29 +0000
URL:       https://git.openjdk.org/skara/commit/affcd47dcc5c996fd2c1bcfcf13c7a2b904688a4
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user DingliZhang,SKARA-1593,5083173,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,kcr,dzhang,dzhang,2022-09-09 18:57,2022-09-10 06:42,2023-10-01 09:56,2022-09-10 06:42,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"Please associate my GitHub account with my OpenJDK identity.

https://github.com/DingliZhang
https://openjdk.org/census#dzhang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yivn:",9223372036854775807,,,,,,,,,,,,"2022-09-10 06:42;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
Add GitHub user bwhuang-us,SKARA-1592,5083171,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,bhuang,bhuang,2022-09-09 15:17,2023-04-13 10:53,2023-10-01 09:56,2022-09-12 09:49,,,,,,,,bots,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yiv7:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adding review comments should not mean approval status change,SKARA-1587,5083074,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,ihse,ihse,2022-09-08 04:46,2022-11-02 09:46,2023-10-01 09:56,2022-11-02 09:46,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"In Github, if a user leaves additional comments using the ""Review changes"" dialog, and selects the ""Comments"", then their approval is considered revoked. This is surprising. Selecting ""Changes requested"" should be considered a revoke of the approval, but just adding comments should not change the state of approval.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yi9n:",9223372036854775807,,,,,,,,,,,,"2022-10-19 12:24;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1399
Date: 2022-10-19 19:22:42 +0000;;;","2022-11-02 09:46;roboduke;Changeset: ee75ee0a
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-11-02 16:45:38 +0000
URL:       https://git.openjdk.org/skara/commit/ee75ee0a81c3098576c559b2bc9bd5317042a8a2
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user eastig,SKARA-1585,5083031,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,eastigeevich,eastigeevich,2022-09-07 13:40,2022-09-07 13:59,2023-10-01 09:56,2022-09-07 13:59,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"Hi,

I am an OpenJDK Committer: https://openjdk.org/census#eastigeevich

Could you associate my GitHub account https://github.com/eastig with my OpenJDK username eastigeevich?

Thanks,
Evgeny Astigeevich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yi03:",9223372036854775807,,,,,,,,,,,,"2022-09-07 13:59;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
/integrate defer should be named /integrate delegate,SKARA-1582,5082846,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,ihse,ihse,2022-09-05 01:54,2022-11-04 08:42,2023-10-01 09:56,2022-11-02 13:01,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"The ""/integrate defer"" command name is a bit unfortunate. It is easy to confuse it with ""/integrate auto"", which will automatically integrate when all formal prerequisites are fulfilled; which of course is one way to defer an integration.

A better name would have been ""/integrate delegate"", since that is what it does -- it gives any other committer the right to integrate.

We should introduce ""/integrate delegate"", at least as an alias. Preferably we should also mark ""/integrate defer"" as deprecated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ygv7:",9223372036854775807,,,,,,,,,,,,"2022-10-27 11:20;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1404
Date: 2022-10-27 18:19:06 +0000;;;","2022-11-02 13:01;roboduke;Changeset: 5d9dcc24
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-11-02 20:00:36 +0000
URL:       https://git.openjdk.org/skara/commit/5d9dcc24a74ed4e960b79ee2aec35d3e3dc8dbab
;;;","2022-11-04 06:31;kcr;The Wiki page for the ""/integrate"" command needs to be updated to reflect this change:

https://wiki.openjdk.org/display/SKARA/Pull+Request+Commands#PullRequestCommands-/integrate

;;;","2022-11-04 08:42;zsong;Thanks for reminding, Kevin! This patch hasn't been deployed to the service skara bots. So I think if we update the wiki page right now, it might confuse some people. After the skara bots is re-deployed, I will update the wiki page ASAP.;;;",,,,,,,,,,,,,,,,,,,
Commit command error message misleading,SKARA-1581,5082792,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,erikj,erikj,2022-09-02 06:23,2022-11-02 09:53,2023-10-01 09:56,2022-11-02 09:53,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"When a github user without an associated openjdk census account issues any of the commit commands (`/backport` or `/tag`), they are greeted with the following error message:

@user Only OpenJDK contributors can use the /backport command

With the word contributor being a link to: https://openjdk.org/bylaws#contributor

Where the definition of contributor reads:
A Contributor is a Participant who has signed the Oracle Contributor Agreement (OCA), or who works for an organization that has signed that agreement or its equivalent and makes contributions within the scope of that work and subject to that agreement. A Contributor may submit changes larger than a simple patch, may propose new Projects, and may take on various roles within Groups and Projects.

What the error message really should be saying is that you need to be in the OpenJDK census and that your github account needs to be linked with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ygj7:",9223372036854775807,,,,,,,,,,,,"2022-10-27 13:58;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1405
Date: 2022-10-27 20:57:44 +0000;;;","2022-11-02 09:53;roboduke;Changeset: c694b0e6
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-11-02 16:53:14 +0000
URL:       https://git.openjdk.org/skara/commit/c694b0e6de26fcf1be381b163dd55e6760a3c07c
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user zhaosongzs,SKARA-1579,5082721,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,zsong,zsong,2022-09-01 15:41,2022-10-04 14:28,2023-10-01 09:56,2022-10-04 14:28,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yg3f:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add GitHub user Bhavana-Kilambi,SKARA-1577,5082641,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,bkilambi,bkilambi,2022-09-01 03:02,2022-09-01 05:11,2023-10-01 09:56,2022-09-01 05:11,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"My GitHub user name is ""Bhavana-Kilambi"". Please associate my Openjdk user name ""bkilambi"" with my github username ""Bhavana-Kilambi"". As appropriate please also add me to the OpenJDK github organization. Thank you. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yfln:",9223372036854775807,,,,,,,,,,,,"2022-09-01 05:11;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
The method 'IssueWorkItem#run' may get the wrong pull request,SKARA-1569,5082400,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,gli,gli,gli,2022-08-27 00:03,2022-09-02 07:31,2023-10-01 09:56,2022-09-02 07:31,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"When one issue has two PRs in the same repository and one PR is in state `open` and another PR is in state `closed`, the method 'IssueWorkItem#run' may get the wrong PR which is in state `closed`.

The related code is shown below. The `findAny` method causes this bug. We should get all the corresponding PRs firstly and then filter the open PRs.

```

        Stream.concat(mainIssue.stream(), backports.stream())
                .flatMap(i -> PullRequestUtils.pullRequestCommentLink(i).stream())
                .map(uri -> bot.repositories().stream()
                        .map(r -> r.parsePullRequestUrl(uri.toString()))
                        .flatMap(Optional::stream)
                        .findAny())
                .flatMap(Optional::stream)
                .map(pr -> new PullRequestWorkItem(pr.repository(), pr.id(), csrIssue.project()))
                .forEach(ret::add);
```",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ye43:",9223372036854775807,,,,,,,,,,,,"2022-09-01 00:31;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1366
Date: 2022-09-01 07:30:00 +0000;;;","2022-09-02 07:31;roboduke;Changeset: 7000e67e
Author:    Guoxiong Li <gli@openjdk.org>
Date:      2022-09-02 14:30:44 +0000
URL:       https://git.openjdk.org/skara/commit/7000e67eed6e8dcaf31fb94e63299e3ee1715050
;;;",,,,,,,,,,,,,,,,,,,,,
Dependency PR Resolution Detection Does Not Check Means of Resolution,SKARA-1568,5082336,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,gli,andrew,andrew,2022-08-26 08:07,2022-09-08 09:05,2023-10-01 09:56,2022-09-08 09:05,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"When a PR that dependency on another PR is closed, the dependent PR is updated to apply against the master branch:

https://github.com/openjdk/jdk8u-dev/pull/71#event-7078228994

However, SKARA does not seem to take into account that the PR may have been closed for other reasons than integration. In this case, the dependency, https://github.com/openjdk/jdk8u-dev/pull/66, timed out, but SKARA still tried to update the dependent as if it had been integrated.

I only spotted this when trying to work out what the AArch64 changes were in the changes on GitHub. These changes were not in the generated webrev https://openjdk.github.io/cr/?repo=jdk8u-dev&pr=71&range=01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ydzf:",9223372036854775807,,,,,,,,,,,,"2022-08-31 22:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1365
Date: 2022-09-01 05:29:35 +0000;;;","2022-09-08 09:05;roboduke;Changeset: 08693831
Author:    Guoxiong Li <gli@openjdk.org>
Date:      2022-09-08 16:04:35 +0000
URL:       https://git.openjdk.org/skara/commit/08693831f52227eff57da8357f712bdf5a2b0bf7
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user mernst,SKARA-1566,5082295,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,mernst,mernst,2022-08-25 12:53,2022-08-25 14:01,2023-10-01 09:56,2022-08-25 14:01,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"I have already signed the OCA.

This is related to https://github.com/openjdk/jdk/pull/10029 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ydqb:",9223372036854775807,,,,,,,,,,,,"2022-08-25 14:01;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
Backport command fails to load census,SKARA-1560,5082217,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2022-08-24 13:48,2022-08-25 10:43,2023-10-01 09:56,2022-08-25 10:43,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,"In the PR bot module, there is a class, CensusInstance, that handles loading of the census from the backing datastore. This class will eagerly load everything at instance creation. Depending on the context from where the census is loaded, we may not always be able to resolve every part of the census, more specifically the Project may not be resolvable in certain cases. One such case is a commit command that gets issued on a very old commit, where the .jcheck/conf file points to an old inactive project, which may not be defined in the census data.

If this happens, we end up with the bot endlessly retrying and always failing to resolve the census project. In the case of commit commands, none of them are using the project data today, so a simple fix to this problem would be to lazy load the project data. It's not a very nice solution, I would prefer to have this supported by types instead, so that it's clear that the CensusInstance returned for commit commands does not have a project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yd8z:",9223372036854775807,,,,,,,,,,,,"2022-08-24 14:29;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1362
Date: 2022-08-24 21:25:25 +0000;;;","2022-08-25 10:43;roboduke;Changeset: c7fc108a
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-08-25 17:42:43 +0000
URL:       https://git.openjdk.org/skara/commit/c7fc108a271580fa7e6afecf290d5ba0fafeba05
;;;",,,,,,,,,,,,,,,,,,,,,
Add GitHub user zapster,SKARA-1550,5081926,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,jeisl,jeisl,2022-08-19 01:53,2022-08-19 04:47,2023-10-01 09:56,2022-08-19 04:47,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,"https://github.com/openjdk/jdk/pull/6513/files#r949950843
{quote}


Hi @zapster, thanks for making a comment in an OpenJDK project!

All comments and discussions in the OpenJDK Community must be made available under the OpenJDK Terms of Use. If you already are an OpenJDK Author, Committer or Reviewer, please click here to open a new issue so that we can record that fact. Please Use ""Add GitHub user zapster for the summary.

If you are not an OpenJDK Author, Committer or Reviewer, simply check the box below to accept the OpenJDK Terms of Use for your comments.

    I agree to the OpenJDK Terms of Use for all comments I make in a project in the OpenJDK GitHub organization.

Your comment will be automatically restored once you have accepted the OpenJDK Terms of Use.
{quote}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ybgb:",9223372036854775807,,,,,,,,,,,,"2022-08-19 04:47;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,
