Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (CPU),Custom field (CPU),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Sprint,Sprint,Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add github User HsError,SKARA-1246,5062955,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,kcr,gzhang,gzhang,2021-11-17 19:10,2021-11-18 05:33,2023-10-01 09:57,2021-11-18 05:33,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"Please asssociate my github account with my openjdk identity

https://github.com/HsError
https://openjdk.java.net/census#gzhang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v3j7:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add GitHub user yadongw,SKARA-1245,5062954,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,yadongwang,yadongwang,2021-11-17 19:07,2021-11-18 05:56,2023-10-01 09:57,2021-11-18 05:56,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"Please associate my GitHub account with my OpenJDK identity.

https://github.com/yadongw
https://openjdk.java.net/census#yadongwang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v3iz:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add GitHub user yhzhu20,SKARA-1244,5062953,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,kcr,yzhu,yzhu,2021-11-17 18:59,2021-11-18 05:21,2023-10-01 09:57,2021-11-18 05:21,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"Please associate my GitHub account with my OpenJDK identity.

https://github.com/yhzhu20
https://openjdk.java.net/census#yzhu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v3ir:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BotRunnerTests may fail intermittently,SKARA-1243,5062916,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,erikj,erikj,2021-11-17 06:54,2021-11-18 05:16,2023-10-01 09:57,2021-11-18 05:16,,,,,,,,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,,"The BotRunnerTests class tries to verify scheduling behavior in the BotRunner. Writing tests for such behavior can be very hard to get right and intermittent failures are possible.

I have seen intermittent failure in at least discardAdditionalBlockedItems(). The problem in this case is that the test relies on checkPeriodicItems to finish before any of the items scheduled by that call has a chance to run. They all run in the same executor, so there is no guarantee that this will be the case.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v3aj:",9223372036854775807,,,,,,,,,,,,,,"2021-11-17 08:01;erikj;After investigating this further, my conclusion is to just lower concurrency to 1 for the two affected tests. The tests are trying to verify that no more than one WorkItem of a certain ""type"" is queued behind an already running instance, and that the latest one submitted is the one that is kept. (""type"" here means more than just java class, this is determined by the method WorkItem::replaces) This particular logic will get exercised fine without actual parallel execution.;;;","2021-11-18 05:16;roboduke;Changeset: f0c9e8a5
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-11-18 13:15:41 +0000
URL:       https://git.openjdk.java.net/skara/commit/f0c9e8a57d29216de60a1c815d1af194d1cb457a
;;;",,,,,,,,,,,,,,,,,,,
The /clean command for backports is ignored,SKARA-1242,5062910,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2021-11-17 06:04,2021-11-17 08:53,2023-10-01 09:57,2021-11-17 08:53,,,,,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,"When dealing with backport pull requests, Skara tries to automatically determine if the backport is ""clean"". This automatic check is rather picky, so the user is supposed to be able to override this result with the command ""/clean"". Issuing the command works so far as the bot will react to it and add the ""clean"" label, but then it will ignore the label and still not consider the pull request clean.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v397:",9223372036854775807,,,,,,,,,,,,,,"2021-11-17 08:53;roboduke;Changeset: 625a4db8
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-11-17 16:52:49 +0000
URL:       https://git.openjdk.java.net/skara/commit/625a4db8df3bb2cd7ab2b2345729f1812bf4fa48
;;;",,,,,,,,,,,,,,,,,,,,
Add GitHub user kariya-mitsuru,SKARA-1240,5062389,Bug,Closed,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,mkariya,mkariya,2021-11-09 23:41,2021-11-10 04:04,2023-10-01 09:57,2021-11-10 04:04,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"Please add GitHub user kariya-mitsuru.
My OpenJDK username is mkariya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2v01n:",9223372036854775807,,,,,,,,,,,,,,"2021-11-10 04:04;kcr;Added.;;;",,,,,,,,,,,,,,,,,,,,
git sync --branches doesn't work as expected,SKARA-1235,5061703,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,vkempik,vkempik,2021-11-02 09:28,2022-09-23 12:59,2023-10-01 09:57,2022-09-23 12:56,,,,,,,,,,,,,,1.0,cli,,0,starter,,,,,,,,,,,,,,,,"This email https://mail.openjdk.java.net/pipermail/jdk-dev/2021-March/005232.html says to use git sync --branches pr/XXX to get some PR branch into your fork.
but it's not working, any argument to --branches is ignored.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uvuz:",9223372036854775807,,,,,,,,,,,,,,"2021-11-02 10:11;erikj;More specifically, supplying anything to --branches which is already on the ignore list (which defaults to ""pr/*"") is ignored. It should be possible to work around by setting --ignore to a dummy value, but this is not a good user experience. If the user explicitly lists a branch or pattern on --branches, I don't think --ignore should override it.;;;","2021-11-02 10:26;vkempik;--ignore foo 
didn't work for me;;;","2022-09-22 16:50;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1381
Date: 2022-09-22 23:49:12 +0000;;;","2022-09-23 12:56;roboduke;Changeset: 0a4aa299
Author:    Zhao Song <zhao.song@oracle.com>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-09-23 19:55:04 +0000
URL:       https://git.openjdk.org/skara/commit/0a4aa299f3d5702f32e850d944694f15015ef086
;;;",,,,,,,,,,,,,,,,,
Add GitHub user rnkovacs,SKARA-1234,5061569,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,,rkovacs,rkovacs,2021-11-01 12:39,2021-11-01 13:52,2023-10-01 09:57,2021-11-01 13:52,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uv17:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal bot fails to approve review comments,SKARA-1233,5061563,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-11-01 10:59,2021-11-03 06:01,2023-10-01 09:57,2021-11-03 06:01,,,,,,,,,,,,,,,bots,,0,,,,,,,,,,,,,,,,,"When a new github user leaves a message in a PR, the legal bot hides the message with a welcome message and a click box to accept our TOU. If this comment is instead made as a review, then clicking the box seems to have no effect. The bot just removes the tick and never restores the comment. The user is also never added to the approvals DB file.

If the user adds a plain comment after and approves the TOU in that, the new comment gets restored, but the review comment is stuck with the greeting and tick box.

Here is a link to such a case: https://github.com/openjdk/jfx/pull/499#pullrequestreview-793131154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uuzv:",9223372036854775807,,,,,,,,,,,,,,"2021-11-01 17:21;erikj;This fails in the regexp matching of the hidden comment. The regexp seems to work when applied to a body of a regular comment, but fails on the body of a review comment. I'm still not sure why and still investigating.;;;","2021-11-02 11:27;erikj;It seems like this is an issue with line endings. Most of the regexp matching the replaced comment use \R to match any line ending, but there are two exceptions where \n sneaks in via a different field. At least in the review comment case, all the line endings in the body returned from github are \r\n. This is why the regexp isn't matching. By removing the explicit \n and using \R instead, I can get the regexp to match a review comment. I also need to add an optional space at the end of a line as one of the \n was preceded by space so existing comments on github will have that space, while new ones after this patch will not.;;;",,,,,,,,,,,,,,,,,,,
Skara Backports handling needs to handle non backport type as backport,SKARA-1229,5061278,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2021-10-26 11:18,2021-10-28 12:13,2023-10-01 09:57,2021-10-28 12:13,,,,,,,,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,,"Sometimes people make mistakes and connect bugs with backport links in JBS where both sides are of types other than Backport. This shouldn't be encouraged behavior, but when it happens, Skara currently fails to handle it. Since this is a valid (though undesirable) state in JBS, Skara needs to be able to handle it.

Specifically, when querying for all backports for an issue, Skara should stop filtering out issues with a different type and just honor the ""backported by"" link.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ut8j:",9223372036854775807,,,,,,,,,,,,,,"2021-10-28 12:13;roboduke;Changeset: 626937d3
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-10-28 19:13:17 +0000
URL:       https://git.openjdk.java.net/skara/commit/626937d35d2bc6c7a426ca25717b571fc9a4af0f
;;;",,,,,,,,,,,,,,,,,,,,
Git patch parser fails on Status T,SKARA-1222,5061021,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,erikj,erikj,2021-10-22 10:51,2022-09-23 12:52,2023-10-01 09:57,2022-09-23 12:52,,,,,,,,,,,,,,1.0,libraries,,0,starter,,,,,,,,,,,,,,,,"In a recent PR for amber-docs, a file was replaced by a symlink, which turned up as status ""T"" in the git patch file. This causes the Skara parser to fail as it doesn't know about this status value.

PR: https://github.com/openjdk/amber-docs/pull/10

Stacktrace:
java.lang.RuntimeException: Exception during jcheck
	at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckRun.checkStatus(CheckRun.java:1017)
	at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckRun.execute(CheckRun.java:97)
	at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckWorkItem.run(CheckWorkItem.java:351)
	at org.openjdk.skara.bot/org.openjdk.skara.bot.BotRunner$RunnableWorkItem.runMeasured(BotRunner.java:190)
	at org.openjdk.skara.bot/org.openjdk.skara.bot.BotRunner$RunnableWorkItem.run(BotRunner.java:146)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1130)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:630)
	at java.base/java.lang.Thread.run(Thread.java:831)
Caused by: java.lang.IllegalArgumentException: Invalid score
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.Status.from(Status.java:124)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.tools.PatchHeader.fromRawLine(PatchHeader.java:93)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.tools.GitRawDiffParser.parseRawLines(GitRawDiffParser.java:81)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.tools.GitRawDiffParser.parse(GitRawDiffParser.java:208)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.git.GitCommitIterator.next(GitCommitIterator.java:83)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.git.GitCommitIterator.next(GitCommitIterator.java:32)
	at org.openjdk.skara.jcheck/org.openjdk.skara.jcheck.iterators.MapIterator.next(MapIterator.java:45)
	at org.openjdk.skara.jcheck/org.openjdk.skara.jcheck.iterators.FlatMapIterator.hasNext(FlatMapIterator.java:46)
	at org.openjdk.skara.jcheck/org.openjdk.skara.jcheck.iterators.ConcatIterator.hasNext(ConcatIterator.java:39)
	at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckablePullRequest.executeChecks(CheckablePullRequest.java:197)
	at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckRun.checkStatus(CheckRun.java:920)
	... 10 more
	Suppressed: java.io.IOException: 'git -c core.quotePath=false log --format=#@!_-=&%n%H%n%P%n%an%n%ae%n%aI%n%cn%n%ce%n%cI%n%B=@=@=@=@=@ --patch --find-renames=90% --find-copies=90% --find-copies-harder --topo-order --binary -c --combined-all-paths --raw --no-abbrev --unified=0 --no-color 37f12336bbaca10e6f5fd3f06318c18445120c04^!' timed out
		at org.openjdk.skara.vcs/org.openjdk.skara.vcs.git.GitCommits.close(GitCommits.java:114)
		at org.openjdk.skara.jcheck/org.openjdk.skara.jcheck.JCheck$Issues.close(JCheck.java:191)
		at org.openjdk.skara.bots.pr/org.openjdk.skara.bots.pr.CheckablePullRequest.executeChecks(CheckablePullRequest.java:195)
		... 11 more
Caused by: java.lang.NumberFormatException: For input string: """"
	at java.base/java.lang.NumberFormatException.forInputString(NumberFormatException.java:67)
	at java.base/java.lang.Integer.parseInt(Integer.java:670)
	at java.base/java.lang.Integer.parseInt(Integer.java:778)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.Status.from(Status.java:122)
	... 20 more


The line that we tried to parse:

:100644 120000 b4b808887522a635ffea21c1579ffd70703e040a b316cbb5e3bcbd826c0b683a305807a7039d5dbf T	Makefile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2urnf:",9223372036854775807,,,,,,,,,,,,,,"2022-03-31 10:38;erikj;This was spotted again in jfx#764. It would be good if we could make the parser aware and add a jcheck warning to prevent symlinks from appearing in our repos. ;;;","2022-09-13 16:18;erikj;To clarify what I meant with my last comment. We need to parser to properly handle status T. Then, perhaps as a followup, it would be good if we could make jcheck able to warning/error on symlinks, as we generally don't allow them in OpenJDK repos. Let this bug only be about the parser however. Adding jcheck checks is a much bigger task.;;;","2022-09-22 16:37;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1373
Date: 2022-09-13 16:44:55 +0000;;;","2022-09-23 12:52;roboduke;Changeset: 39cb319b
Author:    Zhao Song <zhao.song@oracle.com>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-09-23 19:51:49 +0000
URL:       https://git.openjdk.org/skara/commit/39cb319b753893812993bddc0c1064b5b8c5801a
;;;",,,,,,,,,,,,,,,,,
OCA link in PR comment added by Skara bot is broken,SKARA-1221,5061017,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,kcr,kcr,kcr,2021-10-22 10:31,2021-10-22 13:15,2023-10-01 09:57,2021-10-22 13:15,,,,,,,,,,,,,,,bots,,0,,,,,,,,,,,,,,,,,"The following link to the Oracle Contributor Agreement is added by the Skara bot:

https://www.oracle.com/technetwork/community/oca-486395.html

The above is now a broken link, and should be replaced by:

https://oca.opensource.oracle.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8275815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2urmj:",9223372036854775807,,,,,,,,,,,,,,"2021-10-22 10:34;kcr;This was reported here:

https://github.com/openjdk/jdk/pull/5989#issuecomment-949300382;;;",,,,,,,,,,,,,,,,,,,,
Add GitHub user hendriks73,SKARA-1219,5060972,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,hschreiber,hschreiber,2021-10-22 01:09,2021-10-22 04:14,2023-10-01 09:57,2021-10-22 04:14,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"Hi there,

Please add the GitHub user hendriks73 to the OpenJDK author account hschreiber (https://openjdk.java.net/census#hschreiber)

Thanks!

Hendrik Schreiber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2urcj:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProblemList errors should not prevent a PR from being rfr,SKARA-1217,5060403,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,kcr,kcr,2021-10-14 06:54,2022-11-02 09:55,2023-10-01 09:57,2022-11-02 09:54,,,,,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,"Skara jcheck supports checking the ProblemList to ensure that if a bug is fixed, the corresponding entry in the ProblemList, if any, is removed. This should be an integration blocker, but I don't think it should prevent a PR from being ready for review (rfr).

This can be seen in the following PR, which is not yet marked as ""rfr"" even though it is otherwise ready:

https://github.com/openjdk/jdk/pull/5884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2unu3:",9223372036854775807,,,,,,,,,,,,,,"2021-10-18 12:30;erikj;The idea with requiring a reasonable amount of jcheck checks to pass before asking humans to look at the code is to spare humans from having to point out obvious things that can be automatically checked. Currently we only have exceptions in the RFR check for things that concern the commit message and number of reviewers (as that won't be final until after review).

To me it seems rather arbitrary to allow ProblemList issues to go through but none of the others (which include: binary, symlink, executable, missing issue, whitespace, author email and author name). Should we just stop blocking RFR for all or most of these, or is ProblemList truly the one exception?;;;","2021-10-18 12:39;kcr;You raise a good point. I was thinking that this should be something more like the wrong issue ID, rather than being like a whitespace error, but there is an argument to be made for what is currently being done.;;;","2022-11-01 12:40;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1410
Date: 2022-11-01 19:39:09 +0000;;;","2022-11-02 09:54;roboduke;Changeset: e1ecf710
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-11-02 16:54:22 +0000
URL:       https://git.openjdk.org/skara/commit/e1ecf7100314fb5120d9020730c1808cf02ed229
;;;",,,,,,,,,,,,,,,,,
Clean label not updating correctly,SKARA-1215,5060325,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,erikj,erikj,2021-10-13 06:38,2022-10-05 05:52,2023-10-01 09:57,2022-10-05 05:52,1.0,,,,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,"If the user mistakenly creates a Backport PR with the wrong hash and then later corrects it, the clean status is never correctly re-evaluated. It gets stuck only considering the very first Backport hash that was added. The clean status should re-evaluate on the last/current Backport hash.

Further, on Gitlab, if the user tries to manually label the MR as clean, it's highly likely that the user will use the Gitllab /label command instead of the Skara /clean command. If this happens, Skara will not detect that a user set the label and will just immediately remove it again. The Skara /clean command was broken until recently SKARA-1242. When fixing that bug, I also updated the documentation for the /clean command, which should reduce some of the confusion and at least provide a reasonable workaround.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uncr:",9223372036854775807,,,,,,,,,,,,,,"2022-10-03 15:24;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1388
Date: 2022-10-03 22:23:27 +0000;;;","2022-10-04 07:47;erikj;I'm pretty sure this is a duplicate of SKARA-1449.;;;","2022-10-04 10:35;erikj;There was apparently another issue at play here. The CheckWorkItem::getMetadata is not considering ""backport"" metadata comments when calculating the metadata hash. Because of this, if just the bug title is updated to another ""Backport <hash>"", the next CheckRun will not rerun the checks, and so will not update the clean label nor the commit comment.;;;","2022-10-05 05:52;roboduke;Changeset: 522d894f
Author:    Zhao Song <zsong@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-10-05 12:51:25 +0000
URL:       https://git.openjdk.org/skara/commit/522d894fded2cf99b88d7873de5b69faed161cd4
;;;",,,,,,,,,,,,,,,,,
Add expiration (auto-close) for PRs in JDK updates project,SKARA-1209,5060160,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,clanger,clanger,2021-10-11 15:01,2021-10-12 13:58,2023-10-01 09:57,2021-10-12 13:58,,,,,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,"https://github.com/openjdk/jdk is configured to first warn and then close PRs without activity after some time. This would be helpful for JDK Updates projects as well, since otherwise only PR creators can close their own PRs and stale PRs might accumulate.

So, please configure PR expiry for these repos, if possible:
https://github.com/openjdk/jdk11u-dev
https://github.com/openjdk/jdk11u
https://github.com/openjdk/jdk17u",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2umc3:",9223372036854775807,,,,,,,,,,,,,,"2021-10-12 13:58;erikj;Added the same 28d limit as is currently configured for mainline.;;;",,,,,,,,,,,,,,,,,,,,
Unable to view constants in constant pool page.,JMC-7473,5064233,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P2,Fixed,aptmac,bbanathur,bbanathur,2021-12-07 08:38,2022-04-06 22:29,2023-10-01 09:57,2022-01-12 07:30,8.2.0,,,,,,,,,,,,,8.2.0,Mission Control Client,,0,regression,regression_JMC-7439,sqe-8.2.0,,,,,,,,,,,,,,"Constant Pools and Values are not displayed under JFR page constant pool 

!image-2021-12-07-22-05-32-101.png|width=1152,height=260!",,,,,,,,,,JMC-7738,,,,,,,,,,,,,,,JMC-7439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021-12-07 08:41;bbanathur;exception.log;https://bugs.openjdk.org/secure/attachment/97296/exception.log","2021-12-07 08:35;bbanathur;image-2021-12-07-22-05-32-101.png;https://bugs.openjdk.org/secure/attachment/97295/image-2021-12-07-22-05-32-101.png",,,,,,,generic,,,,,,,,,,,,,generic,,,,,,"0|i2vbdv:",9223372036854775807,,,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@1c80c3d6,,,,,,,,,"2022-01-10 08:02;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jmc/pull/348
Date: 2022-01-10 15:57:50 +0000;;;","2022-01-12 07:30;roboduke;Changeset: dbb3e76d
Author:    Alex Macdonald <aptmac@openjdk.org>
Date:      2022-01-12 15:30:00 +0000
URL:       https://git.openjdk.java.net/jmc/commit/dbb3e76d6f9e7a993b1eac37b2cbfeb09bef65ef
;;;",,,,,,,,,,,,,,,,,,,
