Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Sprint,Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Dependent PR feature does not work with protected branches in newer Gitlab version,SKARA-1173,5058449,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2021-09-13 09:28,2023-02-24 09:17,2023-10-01 09:57,2023-01-19 11:42,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"We can't use the dependent PR feature with Gitlab. The pr/* branches have to be protected to avoid letting any developer freely push to, or create such branches. The problem is that since a recent version, Gitlab will not allow us to delete protected branches using the API.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1164,SKARA-979,SKARA-1171,SKARA-1830,,,,,,,,,,,,,,,,,,,,,"0|i2ubrv:",9223372036854775807,,,,,,,,,,,,,"2022-05-27 09:07;erikj;A way to work around this could be to dynamically add protection for each individual pr/X branch prior to creating it, and then removing that protection before deleting. I just tested this manually in a private repository in the UI like this:

1. Added a ""wildcard"" protection on the form ""pr/4711"", and that was accepted.
2. Created a branch with that name, and it was protected as expected. 
3. Removed the protection for ""pr/4711"", the branch was no longer protected.
4. Removed the branch. The extra remove protected branch dialog did not show.;;;","2023-01-03 08:43;erikj;I have a working prototype for this. I have verified that it works against a live repository.;;;","2023-01-03 09:25;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1452
Date: 2023-01-03 17:24:36 +0000;;;","2023-01-19 11:42;roboduke;Changeset: 5823b37f
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2023-01-19 19:41:50 +0000
URL:       https://git.openjdk.org/skara/commit/5823b37f47256417601ec4275be6a2b3958265c6
;;;",,,,,,,,,,,,,,,,,,,,,,
Notify bot reposts commit comments if another notifier fails,SKARA-1170,5058443,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-09-13 08:29,2021-09-13 12:00,2023-10-01 09:57,2021-09-13 12:00,1.0,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"The PullRequestWorkItem in the NotifyBot runs several notifications in a single WorkItem. Because of this, if one fails, none of them get recorded as being done, so the next time the WorkItem runs, all the notifications will happen again.

This should work fine as long as the notifications themselves are clever and avoid repeating. This is however not the case. The CommitCommentNotifier will happily repost the same comment over and over. Right now, we have an issue with the PullRequestBranchNotifier failing (on Gitlab) which is causing hundreds of commit comments to be posted.

While the underlying issue is the failing notifier, we need to protect other notifiers from wrecking havoc too. Fixing the CommitCommentNotifier should be simple enough.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1164,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ubqj:",9223372036854775807,,,,,,,,,,,,,"2021-09-13 12:00;roboduke;Changeset: a6c854a5
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-09-13 19:00:10 +0000
URL:       https://git.openjdk.java.net/skara/commit/a6c854a5af65c4dc9488829ca24843dc1cff7783
;;;",,,,,,,,,,,,,,,,,,,,,,,,,
Update the mapping of files for the client group,SKARA-1167,5058293,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,serb,serb,serb,2021-09-09 19:55,2021-09-11 04:55,2023-10-01 09:57,2021-09-11 04:55,1.0,,,,,,,1.0,admin,,0,,,,,,,,,,,,,,,,,,,,,,Some client related files/folders should be added to the jdk.json.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uat7:",9223372036854775807,,,,,,,,,,,,,"2021-09-11 04:55;roboduke;Changeset: d816d143
Author:    Sergey Bylokhov <serb@openjdk.org>
Committer: Kevin Rushforth <kcr@openjdk.org>
Date:      2021-09-11 11:54:49 +0000
URL:       https://git.openjdk.java.net/skara/commit/d816d1431e0efc9a4024c5ff3deea13642c62707
;;;",,,,,,,,,,,,,,,,,,,,,,,,,
"New Gitlab version is causing ""Initial paginated response no longer paginated"" errors",SKARA-1166,5058284,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-09-09 14:04,2021-09-13 13:52,2023-10-01 09:57,2021-09-13 13:52,1.0,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"With a newer Gitlab version, we have started seeing error messages like this randomly, but quite often:

Exception during item execution (RepositoryWorkItem@XXX): Initial paginated response no longer paginated:

This seems to be a change of behavior in Gitlab for paginated results. We need to investigate if this affects the data being returned or not, and if so we can ignore it. The error implies that while following ""next"" links in the result header to request the next page, suddenly we receive a page with no links in the header.

It could also be that this is a symptom of the server giving us bogus results. In that case we will need some kind of better handling to not get overwhelmed by error log messages from Skara.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2uar7:",9223372036854775807,,,,,,,,,,,,,"2021-09-13 12:25;erikj;This was initially just happening for one but, but has since spread and is happening pretty much everywhere. It's not frequent enough to cause real problems, other than overwhelming our error reporting channel. I think the best cause of action right now is to downgrade this error by change from throwing a RuntimeException to the already existing UncheckedRestException. This will have the same effect for the executing WorkItem, which will fail but most likely get to run again later, but logging a WARNING instead of SEVERE. This should basically be viewed as any other failed rest call.;;;","2021-09-13 13:52;roboduke;Changeset: 38e1a409
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-09-13 20:51:25 +0000
URL:       https://git.openjdk.java.net/skara/commit/38e1a409c6d94771d4301a657f89195003ac6f7b
;;;",,,,,,,,,,,,,,,,,,,,,,,,
Add GitHub user alisenchung,SKARA-1155,5057971,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,achung,achung,2021-09-03 12:42,2021-11-08 11:55,2023-10-01 09:57,2021-11-08 11:55,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u8tn:",9223372036854775807,,,,,,,,,,,,,"2021-09-03 13:01;kcr;Since you do not have an OpenJDK ID, this request cannot be processed at this time. Once you have the role of Author (or higher) in any OpenJDK project, you can reopen this.;;;","2021-11-08 11:55;kcr;Done.;;;",,,,,,,,,,,,,,,,,,,,,,,,
Some emails still not posted as comments in PR,SKARA-1153,5057855,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-09-01 13:33,2021-09-03 11:40,2023-10-01 09:57,2021-09-03 09:55,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"After fixing SKARA-1148, there are still some emails that aren't being posted as comments in PRs. One such example is:

https://mail.openjdk.java.net/pipermail/openjfx-dev/2021-July/031314.html
https://github.com/openjdk/jfx/pull/579

This time the cause is Skara failing to piece together the conversation correctly for this email. Skara needs to resolve a conversation back to the initial RFR email in order to figure out which PR it belongs to.

In the case above, there are missing emails in the archive, or rather, there are emails that Skara tried to send, and that are then being referenced in the In-Reply-To header of later emails. When Mbox.java resolves conversations, it only looks at the In-Reply-To header, which has the ID of the direct parent in the conversation, so if an email in this chain is missing, resolving fails. The email archive linked above only has 5 mails in this thread (including the one Kevin wrote manually), while Skara has stored 7 mails in its internal archive, which are all generated by Skara, so 3 are missing.

Luckily, the emails have a fallback header called References, which lists all ancestors in the conversation. To properly handle missing emails, we need to fall back on this References field and find the last ID in the list that actually exists.

This is obviously what pipermail does when reconstructing conversations in the thread view: https://mail.openjdk.java.net/pipermail/openjfx-dev/2021-July/thread.html#31279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u83v:",9223372036854775807,,,,,,,,,,,,,"2021-09-02 05:31;erikj;I have a solution for this implemented. Now running it in a modified bot locally to find out exactly what PRs and emails that would be processed if this was deployed.;;;","2021-09-02 14:48;erikj;In addition to this small change to Mbox, I'm also tinkering with some other things that are related. These were things I stumbled over and needed to properly debug and test the issue.

As I noted in SKARA-1148 already, the MailingListArchiveReaderBot is doing a lot of redundant work. I blame this on SKARA-843, where this bot was changed from one global instance to running one instance for each configured repository. There were two problems introduced with this change.

1. Each instance still has all the configured repositories, so every found conversation is evaluated against every repository in every instance. This creates an unnecessary N^2 complexity in number of configured repositories.

2. Each instance has its own MailingListReader, configured for exactly the set of mailing lists used for the repository. We have a lot of repositories that share the exact same mailing list config. This means that each of these instances will read all the archives for themselves, with no sharing of this data. The reader already does caching, so after the first time around, it's much faster. Still, the first time around we read jdk-updates-dev a pretty large number of times.

My solution for 1 is to only have one single repository in each MailingListArchiveReaderBot. This looks like a simple oversight in the previous patch.

For 2, I make sure to only create one MailingListReader for each unique set of mailing lists. This will not remove all the redundant reads, but it will bring them down significantly. I also think it's the functionally correct solution as we will then only consider email threads on the relevant mailing lists for each repository, so less unnecessary (and potentially bad) cross evaluation between mailing lists and repositories that aren't configured as related.

To get 2 to actually work correctly, I needed to tweak the logic that protects us from running the wrong WorkItems concurrently. To be able to share MailingListReader between multiple WorkItems, we have WorkItem::concurrentWith. Unfortunately, this method was also used to detect duplicate WorkItems in the pending pool of the scheduler. This is correct in most cases, but not here. An ArchiveReaderWorkItem for jdk11u and jdk15u shares MailingListReader, but queueing one should not replace the other. To solve this I added another method WorkItem::replaces for this particular check (with a default method to preserve the current behavior for all other WorkItems).

Finally I also changed ArchiveReaderWorkItem::toString to print the repository name rather than the list of mailing lists. This made a lot more sense to me while debugging as we now create an instance per repository rather than based on mailinglists.;;;","2021-09-03 09:55;roboduke;Changeset: 3293f7af
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-09-03 16:55:05 +0000
URL:       https://git.openjdk.java.net/skara/commit/3293f7afda04febc4ca212d2a7acedb682d5cb5f
;;;","2021-09-03 11:40;erikj;This is now deployed and seems to be working.;;;",,,,,,,,,,,,,,,,,,,,,,
Migrate skara tooling for client code to reference the new client-libs-dev list,SKARA-1150,5057777,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,prr,prr,2021-08-31 13:12,2021-09-09 13:40,2023-10-01 09:57,2021-09-09 13:40,,,,,,,,1.0,admin,,0,,,,,,,,,,,,,,,,,,,,,,"The OpenJDK client groups (awt,2d,swing,sound) have been consolidated
into the new client-libs group.

All subscribers to client mailing lists - those for the above groups and also the beans-dev list have been subscribed to the new client-libs-dev list.

Whilst we are NOT YET retiring / archiving the existing lists  a necessary
precursor to this is to migrate all parts of the skara tooling to be aware of
the new list and classify all client source code as belonging to this group so that notifications go to client-libs-dev@ojn and the label ""client"" is applied to PRs.

I gather there also needs to be co-ordinated work between what is in the skara repo and github hosted bots and perhaps more.

This change should greatly simplify the source code->group mapping and I've already mapped out on the new group page which source code, test + demo and make/build directories are ""client"". It may not be 100% comprehensive but should be close.

I don't know, but would not be surprised to learn, that you can't simultaneously remove all the references to the old lists in the tooling until in-flight PRs are completed or withdrawn. So there may need to be a follow-on clean up bug.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u7mj:",9223372036854775807,,,,,,,,,,,,,"2021-08-31 13:57;erikj;Here is my suggestion on how I would like to do this based on how I understand things.

1. Change the Skara bot configuration to introduce the new ""client"" label as well as the new client-libs-dev mailing list for the openjdk/jdk and openjdk/jdk17 repos. Also move the labels ""2d"", ""awt"", ""sound"", ""swing"" to be associated with this new mailing list instead of the old ones. Once deployed, all emails sent _from_ Skara for PRs will be using the new mailing list. Note that this will automatically create the new label in Github.
2. Change https://github.com/openjdk/skara/blob/master/config/mailinglist/rules/jdk.json with the new default mappings for labels. I have a local patch for this with a rough conversion. This will cause new PRs to use the new ""client"" label by default instead of the old ones.
3. Change the Skara bot configuration and remove the old mailing lists completely for openjdk/jdk and openjdk/jdk17. This will stop adding email replies on these lists as comments on PRs.
4. Eventually remove the old labels from the openjdk/jdk configuration in Skara. (Note that this will not automatically remove them from Github)

We can do 3 together with 1 to make things simpler. I would prefer it that way, but the transition will not be quite as smooth.;;;","2021-09-01 05:25;kcr;The list of above steps looks good.

As for 4, I presume you will file a follow-on issue? And we may not want to remove the labels from GitHub, since they are still valid for old PRs that used them (although maybe that doesn't matter).;;;","2021-09-01 08:10;prr;- When it becomes clear that a follow-on bug is needed, I expect the person it will become clear to is Erik :-), so if at that time he wants me to I can but I was assuming he would do it.
- I am not 100% sure about the labels. I suppose we may not be able to remove existing labels if they aren't recognised but I don't see that as important.;;;","2021-09-01 08:28;erikj;Right, step 4 has no urgency and may be a cleanup far down the road. I don't think we can ever remove the labels from the github/openjdk/jdk.;;;","2021-09-07 12:15;erikj;I'm going to deploy step 1 today, unless I hear objections.;;;","2021-09-07 12:21;erikj;Step 1 done. Going to post review for step 2 using this BUG id.;;;","2021-09-08 12:05;erikj;Corrected step 1 by removing ""beans-dev"" and adding ""beans"" label to the new ""client-libs-dev"" list.;;;","2021-09-09 13:40;roboduke;Changeset: e398e44b
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-09-09 20:39:42 +0000
URL:       https://git.openjdk.java.net/skara/commit/e398e44b7682d6f99789c8ff00622766c2be82c5
;;;",,,,,,,,,,,,,,,,,,
Emails on mailing lists are not posted to GitHub PR,SKARA-1148,5057717,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-08-30 16:14,2021-09-01 07:04,2023-10-01 09:57,2021-09-01 07:04,1.0,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"For a bit over a month, the mlbridge bot seems to be having trouble posting emails as comments in PRs. 

Here is one example, which is unfortunately older than 14 days, so mlbridge will not attempt any retry on this without source modification.

http://mail.openjdk.java.net/pipermail/hotspot-dev/2021-August/054035.html
https://github.com/openjdk/jdk/pull/5070

I would like to find more recent examples if possible.

An interesting note on the above example is that there is no entry in the logs from the CommentPosterWorkItem for that particular PR. This leads me to suspect that the issue is in some kind of bot scheduling starving out certain WorkItems rather than faulty logic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u797:",9223372036854775807,,,,,,,,,,,,,"2021-08-30 16:19;erikj;I have tried to reproduce the issue by running a subset of the bot config in a debugger. This confirmed that as long as the CommentPosterWorkItem gets to run, it will post the comment. I don't dare trying to run the full thing in the debugger though as it may cause weird things to happen with production data. I think the next step is to add more logging and see if we can get some more clues. Ideally I would need a fresher example of a missing comment to focus this on though.;;;","2021-08-30 17:30;dholmes;[~erikj] this email:

http://mail.openjdk.java.net/pipermail/hotspot-dev/2021-August/054356.html

was not sent to this PR:

https://github.com/openjdk/jdk/pull/5218

Hopefully the fact the PR was closed does not make a difference.;;;","2021-08-30 18:31;dholmes;Another one:

http://mail.openjdk.java.net/pipermail/hotspot-runtime-dev/2021-August/051175.html

did not go to:

https://github.com/openjdk/jdk/pull/5300;;;","2021-08-31 06:05;erikj;Thanks David! This gives me something to work with.

Just as with the previous instance I investigated, the bot has never even tried to run a CommentPosterWorkItem for any of these PRs.;;;","2021-08-31 07:23;kbarrett;This one:

https://mail.openjdk.java.net/pipermail/hotspot-runtime-dev/2021-August/051136.html

did not go to:

https://github.com/openjdk/jdk/pull/5215

I later noticed and ""resent"" via the github PR, but with a comment mentioning the reflector failure.
;;;","2021-08-31 10:29;erikj;I think I've found the problem. The reading of the mailing list archives happens in MailmanListReader::conversations. There we loop over mailing lists and months. If a particular archive file (combo of mailing list and month) does not exist, the inner loop breaks. This break is the bug. In our case, the mailing list ide-support-dev does not have any emails for August and (I think because of that) the URL https://mail.openjdk.java.net/pipermail/ide-support-dev/2021-August.txt returns 404. This is triggering the break, which is stopping the inner loop (which loops over mailing lists) so it never gets to hotspot-dev (and a few others).

Looking at the history, this broke in SKARA-843, where the inner loop was added. The break statements then started acting on the wrong loop.

After having debugged this for a while, it seems to me we are doing a lot of duplicate work parsing these mailing lists over and over. I will probably file a followup to try to reduce this redundant work.;;;","2021-09-01 07:04;roboduke;Changeset: 59c46b88
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-09-01 14:03:34 +0000
URL:       https://git.openjdk.java.net/skara/commit/59c46b888358dbc839613081fe0e0d74b4819cb0
;;;",,,,,,,,,,,,,,,,,,,
NPE in GitHubPullRequest::reviews,SKARA-1145,5057610,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-08-27 16:37,2021-08-31 12:09,2023-10-01 09:57,2021-08-31 12:09,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"If a GitHubPullRequest has a review that points to a no longer existing change hash, then the reviews() method will throw NPE when trying to parse the ""commit_id"" field. I believe this happens if a PR is rebased after being reviewed.",,,,,,,,,,,,,,,,,,,,,,,,SKARA-1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u6lf:",9223372036854775807,,,,,,,,,,,,,"2021-08-30 12:55;erikj;Handling review objects without a hash has ripple effects throughout the code. Still, I think we need to do it properly. I believe the same thing will happen to ReviewComments when the hash disappears. I'm opting to wrap the return value of Review::hash and ReviewComment::hash with Optional to properly force every caller to handle the situation.;;;","2021-08-30 13:22;erikj;GitLabMergeRequest::reviews was incorrectly adding the first commit hash to any review where we otherwise couldn't find one, even if the review was older than that commit. Since we are now handling non existing hashes in reviews, I changed this too.

Another consequence of this change is that a review that was previously considered just ""stale"" could now be completely invalid. I don't think we can reasonably count reviews that happened for source code that is no longer present in the PR/MR. This means that if a PR author rebases the code after receiving a review on it, then a new review will always be required.;;;","2021-08-31 12:09;roboduke;Changeset: 14015529
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-08-31 19:09:03 +0000
URL:       https://git.openjdk.java.net/skara/commit/140155295b523a02b331ca3ba85dcb20d3527fc7
;;;",,,,,,,,,,,,,,,,,,,,,,,
Recreated tag causes HostedRepositoryPool to fail fetch,SKARA-1144,5057608,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,erikj,erikj,erikj,2021-08-27 15:29,2021-08-31 12:10,2023-10-01 09:57,2021-08-31 12:10,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,,,,"In jdk11u-dev, the tag jdk-11.0.13+1 was created and then recreated. This is causing trouble for (at least) the mlbridge bot which has local caches of this repo through the HostedRespositoryPool. The error looks like this:

java.io.UncheckedIOException: java.io.IOException: Unexpected exit code
'git fetch --recurse-submodules=on-demand --tags https://x-access-token:ghs_3YpQh266nWIxSsWMNSQAFuTeNMqk8e3Anvwo@github.com/openjdk/jdk11u-dev.git +d7f822f4b86413b676fb502215cba30d3f570e1e:hostedrepositorypool' exited with status: 1
[stdout]
[stderr]
> From https://github.com/openjdk/jdk11u-dev
>  + 9dd09a224a...d7f822f4b8 d7f822f4b86413b676fb502215cba30d3f570e1e -> hostedrepositorypool  (forced update)
>  ! [rejected]              jdk-11.0.13+1 -> jdk-11.0.13+1  (would clobber existing tag)
	at org.openjdk.skara.bots.mlbridge/org.openjdk.skara.bots.mlbridge.ArchiveWorkItem.run(ArchiveWorkItem.java:413)
	at org.openjdk.skara.bot/org.openjdk.skara.bot.BotRunner$RunnableWorkItem.runMeasured(BotRunner.java:185)
	at org.openjdk.skara.bot/org.openjdk.skara.bot.BotRunner$RunnableWorkItem.run(BotRunner.java:141)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1130)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:630)
	at java.base/java.lang.Thread.run(Thread.java:831)
Caused by: java.io.IOException: Unexpected exit code
'git fetch --recurse-submodules=on-demand --tags https://x-access-token:ghs_3YpQh266nWIxSsWMNSQAFuTeNMqk8e3Anvwo@github.com/openjdk/jdk11u-dev.git +d7f822f4b86413b676fb502215cba30d3f570e1e:hostedrepositorypool' exited with status: 1
[stdout]
[stderr]
> From https://github.com/openjdk/jdk11u-dev
>  + 9dd09a224a...d7f822f4b8 d7f822f4b86413b676fb502215cba30d3f570e1e -> hostedrepositorypool  (forced update)
>  ! [rejected]              jdk-11.0.13+1 -> jdk-11.0.13+1  (would clobber existing tag)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.git.GitRepository.await(GitRepository.java:116)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.git.GitRepository.fetch(GitRepository.java:501)
	at org.openjdk.skara.vcs/org.openjdk.skara.vcs.Repository.fetch(Repository.java:45)
	at org.openjdk.skara.forge/org.openjdk.skara.forge.HostedRepositoryPool.checkout(HostedRepositoryPool.java:184)
	at org.openjdk.skara.forge/org.openjdk.skara.forge.HostedRepositoryPool.checkout(HostedRepositoryPool.java:198)
	at org.openjdk.skara.forge/org.openjdk.skara.forge.PullRequestUtils.materialize(PullRequestUtils.java:163)
	at org.openjdk.skara.bots.mlbridge/org.openjdk.skara.bots.mlbridge.ArchiveWorkItem.run(ArchiveWorkItem.java:340)
	... 8 more

The HostedRepositoryPool::checkout method already has a fallback on certain failures where it will just nuke and recreate the repo from scratch. Unfortunately, this particular error isn't covered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u6kz:",9223372036854775807,,,,,,,,,,,,,"2021-08-30 09:59;erikj;Looking into Git a bit more, it's possible to use the --force flag to force updating of local tags when fetching. I think this is a better solution for the HostedRepositoryPool.;;;","2021-08-31 12:10;roboduke;Changeset: 34c770a9
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2021-08-31 19:09:43 +0000
URL:       https://git.openjdk.java.net/skara/commit/34c770a94b5bdebd9005fd4fa9840017ff6d694c
;;;",,,,,,,,,,,,,,,,,,,,,,,,
